panel_order,panel_label,panel_col,panel_row,section,force_pair,group,n_subjects,mean_pct,sd_pct,sem_pct,median_pct,q1_pct,q3_pct,iqr_pct,whisker_lo_pct,whisker_hi_pct,min_pct,max_pct,statistical_test,contrast,p_value,significance,subject_id,accuracy_pct,mean_same_trial_pct,mean_diff_trial_pct,same_trial_accuracy_pct,diff_trial_accuracy_pct,n_trials
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.4–1,Off-nail,,,,,,,,,,,,,,,,,P87,66.666700,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.4–1,Off-nail,,,,,,,,,,,,,,,,,P88,58.333300,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.4–1,Off-nail,,,,,,,,,,,,,,,,,P89,75.000000,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.4–1,Off-nail,,,,,,,,,,,,,,,,,P90,50.000000,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,descriptive,0.6–1,On-nail,15.000000,51.666700,11.443400,,50.000000,41.666700,58.333300,16.666700,33.333300,75.000000,,,,,,,,,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,descriptive,0.6–1,Off-nail,15.000000,53.611100,13.443200,,50.000000,45.833300,60.416700,14.583300,33.333300,66.666700,,,,,,,,,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,inferential,0.6–1,On-nail vs Off-nail,,,,,,,,,,,,,"GEE (binomial, subject clustering)",On-nail − Off-nail,0.690263,n.s.,,,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.6–1,On-nail,,,,,,,,,,,,,,,,,P76,41.666700,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.6–1,On-nail,,,,,,,,,,,,,,,,,P77,58.333300,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.6–1,On-nail,,,,,,,,,,,,,,,,,P78,75.000000,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.6–1,On-nail,,,,,,,,,,,,,,,,,P79,50.000000,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.6–1,On-nail,,,,,,,,,,,,,,,,,P80,41.666700,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.6–1,On-nail,,,,,,,,,,,,,,,,,P81,50.000000,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.6–1,On-nail,,,,,,,,,,,,,,,,,P82,50.000000,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.6–1,On-nail,,,,,,,,,,,,,,,,,P83,66.666700,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.6–1,On-nail,,,,,,,,,,,,,,,,,P84,66.666700,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.6–1,On-nail,,,,,,,,,,,,,,,,,P85,50.000000,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.6–1,On-nail,,,,,,,,,,,,,,,,,P86,58.333300,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.6–1,On-nail,,,,,,,,,,,,,,,,,P87,41.666700,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.6–1,On-nail,,,,,,,,,,,,,,,,,P88,41.666700,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.6–1,On-nail,,,,,,,,,,,,,,,,,P89,50.000000,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.6–1,On-nail,,,,,,,,,,,,,,,,,P90,33.333300,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.6–1,Off-nail,,,,,,,,,,,,,,,,,P76,58.333300,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.6–1,Off-nail,,,,,,,,,,,,,,,,,P77,41.666700,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.6–1,Off-nail,,,,,,,,,,,,,,,,,P78,33.333300,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.6–1,Off-nail,,,,,,,,,,,,,,,,,P79,50.000000,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.6–1,Off-nail,,,,,,,,,,,,,,,,,P80,58.333300,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.6–1,Off-nail,,,,,,,,,,,,,,,,,P81,50.000000,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.6–1,Off-nail,,,,,,,,,,,,,,,,,P82,62.500000,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.6–1,Off-nail,,,,,,,,,,,,,,,,,P83,66.666700,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.6–1,Off-nail,,,,,,,,,,,,,,,,,P84,33.333300,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.6–1,Off-nail,,,,,,,,,,,,,,,,,P85,50.000000,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.6–1,Off-nail,,,,,,,,,,,,,,,,,P86,58.333300,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.6–1,Off-nail,,,,,,,,,,,,,,,,,P87,41.666700,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.6–1,Off-nail,,,,,,,,,,,,,,,,,P88,66.666700,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.6–1,Off-nail,,,,,,,,,,,,,,,,,P89,50.000000,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,0.6–1,Off-nail,,,,,,,,,,,,,,,,,P90,83.333300,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,descriptive,1–1.4,On-nail,15.000000,51.250000,17.139900,,50.000000,37.500000,66.666700,29.166700,25.000000,83.333300,,,,,,,,,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,descriptive,1–1.4,Off-nail,15.000000,49.027800,18.210900,,58.333300,33.333300,66.666700,33.333300,16.666700,68.750000,,,,,,,,,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,inferential,1–1.4,On-nail vs Off-nail,,,,,,,,,,,,,"GEE (binomial, subject clustering)",On-nail − Off-nail,0.797711,n.s.,,,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–1.4,On-nail,,,,,,,,,,,,,,,,,P76,83.333300,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–1.4,On-nail,,,,,,,,,,,,,,,,,P77,50.000000,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–1.4,On-nail,,,,,,,,,,,,,,,,,P78,50.000000,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–1.4,On-nail,,,,,,,,,,,,,,,,,P79,25.000000,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–1.4,On-nail,,,,,,,,,,,,,,,,,P80,50.000000,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–1.4,On-nail,,,,,,,,,,,,,,,,,P81,33.333300,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–1.4,On-nail,,,,,,,,,,,,,,,,,P82,43.750000,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–1.4,On-nail,,,,,,,,,,,,,,,,,P83,66.666700,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–1.4,On-nail,,,,,,,,,,,,,,,,,P84,33.333300,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–1.4,On-nail,,,,,,,,,,,,,,,,,P85,41.666700,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–1.4,On-nail,,,,,,,,,,,,,,,,,P86,50.000000,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–1.4,On-nail,,,,,,,,,,,,,,,,,P87,66.666700,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–1.4,On-nail,,,,,,,,,,,,,,,,,P88,66.666700,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–1.4,On-nail,,,,,,,,,,,,,,,,,P89,75.000000,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–1.4,On-nail,,,,,,,,,,,,,,,,,P90,33.333300,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–1.4,Off-nail,,,,,,,,,,,,,,,,,P76,41.666700,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–1.4,Off-nail,,,,,,,,,,,,,,,,,P77,66.666700,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–1.4,Off-nail,,,,,,,,,,,,,,,,,P78,66.666700,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–1.4,Off-nail,,,,,,,,,,,,,,,,,P79,25.000000,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–1.4,Off-nail,,,,,,,,,,,,,,,,,P80,16.666700,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–1.4,Off-nail,,,,,,,,,,,,,,,,,P81,25.000000,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–1.4,Off-nail,,,,,,,,,,,,,,,,,P82,68.750000,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–1.4,Off-nail,,,,,,,,,,,,,,,,,P83,33.333300,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–1.4,Off-nail,,,,,,,,,,,,,,,,,P84,66.666700,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–1.4,Off-nail,,,,,,,,,,,,,,,,,P85,66.666700,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–1.4,Off-nail,,,,,,,,,,,,,,,,,P86,50.000000,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–1.4,Off-nail,,,,,,,,,,,,,,,,,P87,33.333300,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–1.4,Off-nail,,,,,,,,,,,,,,,,,P88,58.333300,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–1.4,Off-nail,,,,,,,,,,,,,,,,,P89,58.333300,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–1.4,Off-nail,,,,,,,,,,,,,,,,,P90,58.333300,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,descriptive,1–2,On-nail,15.000000,70.833300,11.889900,,66.666700,66.666700,79.166700,12.500000,50.000000,91.666700,,,,,,,,,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,descriptive,1–2,Off-nail,15.000000,76.805600,18.813800,,83.333300,70.833300,87.500000,16.666700,58.333300,100.000000,,,,,,,,,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,inferential,1–2,On-nail vs Off-nail,,,,,,,,,,,,,"GEE (binomial, subject clustering)",On-nail − Off-nail,0.252795,n.s.,,,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–2,On-nail,,,,,,,,,,,,,,,,,P76,91.666700,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–2,On-nail,,,,,,,,,,,,,,,,,P77,66.666700,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–2,On-nail,,,,,,,,,,,,,,,,,P78,66.666700,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–2,On-nail,,,,,,,,,,,,,,,,,P79,66.666700,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–2,On-nail,,,,,,,,,,,,,,,,,P80,66.666700,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–2,On-nail,,,,,,,,,,,,,,,,,P81,91.666700,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–2,On-nail,,,,,,,,,,,,,,,,,P82,62.500000,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–2,On-nail,,,,,,,,,,,,,,,,,P83,75.000000,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–2,On-nail,,,,,,,,,,,,,,,,,P84,66.666700,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–2,On-nail,,,,,,,,,,,,,,,,,P85,66.666700,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–2,On-nail,,,,,,,,,,,,,,,,,P86,83.333300,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–2,On-nail,,,,,,,,,,,,,,,,,P87,58.333300,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–2,On-nail,,,,,,,,,,,,,,,,,P88,66.666700,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–2,On-nail,,,,,,,,,,,,,,,,,P89,83.333300,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–2,On-nail,,,,,,,,,,,,,,,,,P90,50.000000,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–2,Off-nail,,,,,,,,,,,,,,,,,P76,83.333300,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–2,Off-nail,,,,,,,,,,,,,,,,,P77,58.333300,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–2,Off-nail,,,,,,,,,,,,,,,,,P78,83.333300,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–2,Off-nail,,,,,,,,,,,,,,,,,P79,83.333300,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–2,Off-nail,,,,,,,,,,,,,,,,,P80,66.666700,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–2,Off-nail,,,,,,,,,,,,,,,,,P81,91.666700,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–2,Off-nail,,,,,,,,,,,,,,,,,P82,93.750000,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–2,Off-nail,,,,,,,,,,,,,,,,,P83,75.000000,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–2,Off-nail,,,,,,,,,,,,,,,,,P84,25.000000,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–2,Off-nail,,,,,,,,,,,,,,,,,P85,100.000000,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–2,Off-nail,,,,,,,,,,,,,,,,,P86,91.666700,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–2,Off-nail,,,,,,,,,,,,,,,,,P87,83.333300,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–2,Off-nail,,,,,,,,,,,,,,,,,P88,75.000000,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–2,Off-nail,,,,,,,,,,,,,,,,,P89,58.333300,,,,,
"(3,1)","(3,1) On-nail vs Off-nail — Low band",3,1,subject_data,1–2,Off-nail,,,,,,,,,,,,,,,,,P90,83.333300,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,descriptive,10–26,On-nail,15.000000,67.777800,12.935500,,75.000000,54.166700,75.000000,20.833300,50.000000,83.333300,,,,,,,,,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,descriptive,10–26,Off-nail,15.000000,68.888900,10.665700,,75.000000,62.500000,75.000000,12.500000,50.000000,83.333300,,,,,,,,,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,inferential,10–26,On-nail vs Off-nail,,,,,,,,,,,,,"GEE (binomial, subject clustering)",On-nail − Off-nail,0.780587,n.s.,,,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,10–26,On-nail,,,,,,,,,,,,,,,,,P76,83.333300,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,10–26,On-nail,,,,,,,,,,,,,,,,,P77,75.000000,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,10–26,On-nail,,,,,,,,,,,,,,,,,P78,50.000000,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,10–26,On-nail,,,,,,,,,,,,,,,,,P79,50.000000,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,10–26,On-nail,,,,,,,,,,,,,,,,,P80,66.666700,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,10–26,On-nail,,,,,,,,,,,,,,,,,P81,83.333300,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,10–26,On-nail,,,,,,,,,,,,,,,,,P82,75.000000,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,10–26,On-nail,,,,,,,,,,,,,,,,,P83,75.000000,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,10–26,On-nail,,,,,,,,,,,,,,,,,P84,83.333300,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,10–26,On-nail,,,,,,,,,,,,,,,,,P85,66.666700,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,10–26,On-nail,,,,,,,,,,,,,,,,,P86,58.333300,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,10–26,On-nail,,,,,,,,,,,,,,,,,P87,75.000000,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,10–26,On-nail,,,,,,,,,,,,,,,,,P88,50.000000,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,10–26,On-nail,,,,,,,,,,,,,,,,,P89,75.000000,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,10–26,On-nail,,,,,,,,,,,,,,,,,P90,50.000000,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,10–26,Off-nail,,,,,,,,,,,,,,,,,P76,75.000000,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,10–26,Off-nail,,,,,,,,,,,,,,,,,P77,50.000000,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,10–26,Off-nail,,,,,,,,,,,,,,,,,P78,66.666700,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,10–26,Off-nail,,,,,,,,,,,,,,,,,P79,66.666700,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,10–26,Off-nail,,,,,,,,,,,,,,,,,P80,83.333300,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,10–26,Off-nail,,,,,,,,,,,,,,,,,P81,83.333300,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,10–26,Off-nail,,,,,,,,,,,,,,,,,P82,75.000000,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,10–26,Off-nail,,,,,,,,,,,,,,,,,P83,75.000000,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,10–26,Off-nail,,,,,,,,,,,,,,,,,P84,66.666700,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,10–26,Off-nail,,,,,,,,,,,,,,,,,P85,50.000000,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,10–26,Off-nail,,,,,,,,,,,,,,,,,P86,58.333300,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,10–26,Off-nail,,,,,,,,,,,,,,,,,P87,58.333300,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,10–26,Off-nail,,,,,,,,,,,,,,,,,P88,75.000000,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,10–26,Off-nail,,,,,,,,,,,,,,,,,P89,75.000000,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,10–26,Off-nail,,,,,,,,,,,,,,,,,P90,75.000000,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,descriptive,15–26,On-nail,15.000000,49.444400,14.593300,,50.000000,41.666700,58.333300,16.666700,25.000000,66.666700,,,,,,,,,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,descriptive,15–26,Off-nail,15.000000,57.777800,15.579600,,58.333300,45.833300,66.666700,20.833300,33.333300,83.333300,,,,,,,,,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,inferential,15–26,On-nail vs Off-nail,,,,,,,,,,,,,"GEE (binomial, subject clustering)",On-nail − Off-nail,0.050295,n.s.,,,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,15–26,On-nail,,,,,,,,,,,,,,,,,P76,58.333300,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,15–26,On-nail,,,,,,,,,,,,,,,,,P77,25.000000,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,15–26,On-nail,,,,,,,,,,,,,,,,,P78,58.333300,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,15–26,On-nail,,,,,,,,,,,,,,,,,P79,58.333300,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,15–26,On-nail,,,,,,,,,,,,,,,,,P80,41.666700,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,15–26,On-nail,,,,,,,,,,,,,,,,,P81,41.666700,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,15–26,On-nail,,,,,,,,,,,,,,,,,P82,50.000000,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,15–26,On-nail,,,,,,,,,,,,,,,,,P83,41.666700,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,15–26,On-nail,,,,,,,,,,,,,,,,,P84,50.000000,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,15–26,On-nail,,,,,,,,,,,,,,,,,P85,16.666700,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,15–26,On-nail,,,,,,,,,,,,,,,,,P86,66.666700,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,15–26,On-nail,,,,,,,,,,,,,,,,,P87,50.000000,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,15–26,On-nail,,,,,,,,,,,,,,,,,P88,66.666700,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,15–26,On-nail,,,,,,,,,,,,,,,,,P89,50.000000,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,15–26,On-nail,,,,,,,,,,,,,,,,,P90,66.666700,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,15–26,Off-nail,,,,,,,,,,,,,,,,,P76,66.666700,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,15–26,Off-nail,,,,,,,,,,,,,,,,,P77,58.333300,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,15–26,Off-nail,,,,,,,,,,,,,,,,,P78,33.333300,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,15–26,Off-nail,,,,,,,,,,,,,,,,,P79,75.000000,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,15–26,Off-nail,,,,,,,,,,,,,,,,,P80,58.333300,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,15–26,Off-nail,,,,,,,,,,,,,,,,,P81,66.666700,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,15–26,Off-nail,,,,,,,,,,,,,,,,,P82,33.333300,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,15–26,Off-nail,,,,,,,,,,,,,,,,,P83,41.666700,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,15–26,Off-nail,,,,,,,,,,,,,,,,,P84,83.333300,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,15–26,Off-nail,,,,,,,,,,,,,,,,,P85,41.666700,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,15–26,Off-nail,,,,,,,,,,,,,,,,,P86,75.000000,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,15–26,Off-nail,,,,,,,,,,,,,,,,,P87,50.000000,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,15–26,Off-nail,,,,,,,,,,,,,,,,,P88,66.666700,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,15–26,Off-nail,,,,,,,,,,,,,,,,,P89,50.000000,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,15–26,Off-nail,,,,,,,,,,,,,,,,,P90,66.666700,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,descriptive,26–60,On-nail,15.000000,79.444400,13.313500,,83.333300,75.000000,87.500000,12.500000,58.333300,100.000000,,,,,,,,,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,descriptive,26–60,Off-nail,15.000000,86.111100,9.272500,,83.333300,83.333300,91.666700,8.333300,75.000000,100.000000,,,,,,,,,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,inferential,26–60,On-nail vs Off-nail,,,,,,,,,,,,,"GEE (binomial, subject clustering)",On-nail − Off-nail,0.103004,n.s.,,,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,26–60,On-nail,,,,,,,,,,,,,,,,,P76,75.000000,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,26–60,On-nail,,,,,,,,,,,,,,,,,P77,83.333300,,,,,
